epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
179,26158.1,0.43251,0.31301,1.03255,0.99403,0.9899,0.99491,0.98073,0.1881,0.13049,0.83127,0.0004126,0.0004126,0.0004126
180,26305.6,0.42695,0.30671,1.03081,0.99368,0.98941,0.9949,0.98028,0.18799,0.13085,0.83061,0.0004093,0.0004093,0.0004093
181,26467.4,0.43382,0.31035,1.03364,0.9932,0.98949,0.99488,0.98116,0.18763,0.1302,0.83158,0.000406,0.000406,0.000406
182,26638.8,0.42945,0.31603,1.03562,0.9932,0.99005,0.99489,0.98105,0.18764,0.12994,0.83213,0.0004027,0.0004027,0.0004027
183,26785.3,0.43095,0.31124,1.03485,0.99438,0.98965,0.9949,0.98117,0.18734,0.12958,0.83175,0.0003994,0.0003994,0.0003994
184,26931.6,0.43463,0.31992,1.03792,0.99418,0.98898,0.99486,0.98131,0.18674,0.12904,0.83085,0.0003961,0.0003961,0.0003961
185,27077.6,0.43031,0.31508,1.0294,0.99422,0.98744,0.99487,0.98091,0.18702,0.12923,0.83004,0.0003928,0.0003928,0.0003928
186,27223.4,0.43788,0.32089,1.03917,0.99222,0.98948,0.99485,0.98093,0.18698,0.13013,0.82979,0.0003895,0.0003895,0.0003895
187,27369.5,0.42126,0.30548,1.02592,0.99394,0.98793,0.99484,0.98132,0.18562,0.12972,0.82889,0.0003862,0.0003862,0.0003862
188,27515.5,0.42856,0.31798,1.03436,0.9938,0.98749,0.99483,0.98137,0.18522,0.12934,0.82865,0.0003829,0.0003829,0.0003829
189,27661.2,0.4306,0.31401,1.03047,0.99234,0.98891,0.99484,0.98114,0.18566,0.12988,0.82897,0.0003796,0.0003796,0.0003796
190,27806.7,0.4319,0.32278,1.03651,0.99445,0.9883,0.99484,0.98113,0.18537,0.13028,0.82803,0.0003763,0.0003763,0.0003763
191,27952.4,0.4303,0.30909,1.03376,0.99357,0.9893,0.99486,0.98108,0.18444,0.12973,0.82761,0.000373,0.000373,0.000373
192,28098,0.42804,0.30962,1.03303,0.99266,0.99113,0.99488,0.98118,0.18357,0.12936,0.82792,0.0003697,0.0003697,0.0003697
193,28243.4,0.42559,0.31076,1.03057,0.99321,0.99043,0.99489,0.9814,0.18247,0.12864,0.82831,0.0003664,0.0003664,0.0003664
194,28389.2,0.42841,0.30744,1.03053,0.99381,0.99027,0.9949,0.98149,0.1817,0.12797,0.82696,0.0003631,0.0003631,0.0003631
195,28534.8,0.41987,0.30734,1.02841,0.99397,0.99015,0.9949,0.98149,0.18175,0.12682,0.82611,0.0003598,0.0003598,0.0003598
196,28680.3,0.42529,0.30466,1.02507,0.99382,0.99002,0.9949,0.98155,0.18196,0.12696,0.82555,0.0003565,0.0003565,0.0003565
197,28825.8,0.42931,0.31513,1.03693,0.99495,0.99002,0.99492,0.98157,0.18033,0.12634,0.82519,0.0003532,0.0003532,0.0003532
198,28972.1,0.42177,0.30642,1.02767,0.99591,0.98895,0.99491,0.9815,0.17935,0.1255,0.82487,0.0003499,0.0003499,0.0003499
199,29118.9,0.42172,0.30883,1.02899,0.99468,0.98974,0.99491,0.98187,0.17939,0.12501,0.82502,0.0003466,0.0003466,0.0003466
200,29266.7,0.41985,0.30566,1.02594,0.99517,0.98937,0.99492,0.98208,0.17871,0.12431,0.82465,0.0003433,0.0003433,0.0003433
201,29414.2,0.4198,0.30808,1.02101,0.99505,0.99022,0.99493,0.98223,0.17785,0.12383,0.82407,0.00034,0.00034,0.00034
202,29560.3,0.41767,0.31022,1.02422,0.99639,0.9899,0.99494,0.98258,0.17746,0.12312,0.82368,0.0003367,0.0003367,0.0003367
203,29706.7,0.41802,0.30566,1.02242,0.99628,0.98986,0.99495,0.98262,0.17712,0.12294,0.8228,0.0003334,0.0003334,0.0003334
204,29852.9,0.40901,0.30199,1.02203,0.99505,0.99055,0.99494,0.98275,0.17665,0.12264,0.82187,0.0003301,0.0003301,0.0003301
205,29998.8,0.4149,0.30264,1.02194,0.99554,0.99005,0.99495,0.98301,0.17677,0.1224,0.82238,0.0003268,0.0003268,0.0003268
206,30143.9,0.41427,0.29726,1.02122,0.99556,0.98965,0.99494,0.98304,0.17646,0.12194,0.82262,0.0003235,0.0003235,0.0003235
207,30289.6,0.41584,0.29936,1.02513,0.99619,0.98978,0.99494,0.98294,0.17627,0.12205,0.82289,0.0003202,0.0003202,0.0003202
208,30435.2,0.418,0.30019,1.02278,0.99619,0.98978,0.99493,0.9828,0.17556,0.12147,0.82269,0.0003169,0.0003169,0.0003169
209,30580.4,0.40887,0.29407,1.01696,0.9953,0.99021,0.99492,0.98297,0.1757,0.12133,0.82286,0.0003136,0.0003136,0.0003136
210,30725.5,0.41161,0.29632,1.02019,0.99496,0.99064,0.99492,0.98303,0.17568,0.12093,0.8229,0.0003103,0.0003103,0.0003103
211,30870.8,0.40852,0.29144,1.01726,0.99448,0.99113,0.99493,0.98325,0.17504,0.12073,0.82264,0.000307,0.000307,0.000307
212,31023.6,0.40793,0.28995,1.01584,0.99628,0.99037,0.99494,0.9834,0.17447,0.12073,0.82231,0.0003037,0.0003037,0.0003037
213,31176.2,0.41312,0.29584,1.02117,0.99628,0.98947,0.99493,0.98375,0.17426,0.12067,0.82246,0.0003004,0.0003004,0.0003004
214,31329,0.40398,0.29259,1.01354,0.99714,0.98928,0.99494,0.98333,0.17395,0.11996,0.8222,0.0002971,0.0002971,0.0002971
215,31480.8,0.40777,0.29653,1.01591,0.99659,0.98978,0.99494,0.98355,0.17418,0.12031,0.822,0.0002938,0.0002938,0.0002938
216,31630.1,0.41227,0.29743,1.01734,0.99648,0.98965,0.99495,0.98333,0.17387,0.12016,0.82167,0.0002905,0.0002905,0.0002905
217,31778.6,0.40807,0.29288,1.01615,0.99673,0.98978,0.99495,0.98294,0.17347,0.11987,0.82119,0.0002872,0.0002872,0.0002872
218,31927,0.41172,0.29792,1.01907,0.9969,0.98973,0.99495,0.98353,0.17318,0.11928,0.82082,0.0002839,0.0002839,0.0002839
219,32075.1,0.4095,0.29716,1.01621,0.99649,0.99039,0.99496,0.98388,0.1728,0.11873,0.8204,0.0002806,0.0002806,0.0002806
220,32222.9,0.40746,0.29572,1.01997,0.99605,0.99101,0.99496,0.98377,0.17225,0.11845,0.81981,0.0002773,0.0002773,0.0002773
221,32370.8,0.40819,0.29252,1.02113,0.99641,0.99057,0.99496,0.9842,0.17172,0.11833,0.81951,0.000274,0.000274,0.000274
222,32518.9,0.40894,0.29116,1.01765,0.99692,0.99015,0.99496,0.98412,0.17119,0.11831,0.81925,0.0002707,0.0002707,0.0002707
223,32666.2,0.40424,0.29074,1.01593,0.99647,0.99027,0.99495,0.98458,0.1709,0.11823,0.81883,0.0002674,0.0002674,0.0002674
224,32810.6,0.40855,0.29255,1.01769,0.99677,0.98918,0.99495,0.98455,0.17062,0.11789,0.81861,0.0002641,0.0002641,0.0002641
225,32960.1,0.40187,0.28938,1.01849,0.99481,0.992,0.99495,0.98524,0.16992,0.11722,0.81864,0.0002608,0.0002608,0.0002608
226,33108,0.40281,0.28818,1.01455,0.99579,0.99074,0.99495,0.98471,0.17001,0.11692,0.81851,0.0002575,0.0002575,0.0002575
227,33256.5,0.39773,0.28603,1.01084,0.99567,0.99109,0.99495,0.98514,0.17019,0.11654,0.81831,0.0002542,0.0002542,0.0002542
228,33405.2,0.40891,0.2923,1.01904,0.99613,0.99027,0.99496,0.98476,0.16974,0.11628,0.81792,0.0002509,0.0002509,0.0002509
229,33553.6,0.3949,0.28413,1.01095,0.9957,0.99089,0.99496,0.98458,0.1694,0.11618,0.81793,0.0002476,0.0002476,0.0002476
230,33703.9,0.39362,0.2857,1.00906,0.99624,0.99064,0.99496,0.9849,0.16916,0.1159,0.81803,0.0002443,0.0002443,0.0002443
231,33861.3,0.40459,0.28985,1.0191,0.99604,0.99087,0.99496,0.98479,0.16917,0.11588,0.81816,0.000241,0.000241,0.000241
232,34010.1,0.39957,0.28933,1.01254,0.99555,0.99185,0.99495,0.98514,0.16854,0.11568,0.81797,0.0002377,0.0002377,0.0002377
233,34158.1,0.40293,0.29029,1.01443,0.99604,0.99165,0.99496,0.9854,0.16815,0.11519,0.81783,0.0002344,0.0002344,0.0002344
234,34309.8,0.39465,0.28255,1.00609,0.9959,0.99162,0.99496,0.98548,0.16789,0.1152,0.81761,0.0002311,0.0002311,0.0002311
235,34457.4,0.3982,0.28281,1.00822,0.99592,0.99125,0.99495,0.98554,0.16748,0.115,0.81724,0.0002278,0.0002278,0.0002278
236,34607.8,0.39907,0.28575,1.00992,0.99518,0.99172,0.99495,0.98554,0.1671,0.11458,0.8169,0.0002245,0.0002245,0.0002245
237,34762.5,0.39724,0.28184,1.01132,0.99649,0.99039,0.99495,0.98562,0.16676,0.11441,0.81674,0.0002212,0.0002212,0.0002212
238,34913.9,0.39693,0.2833,1.00747,0.99643,0.99027,0.99495,0.98569,0.16676,0.11451,0.81672,0.0002179,0.0002179,0.0002179
239,35065.9,0.40038,0.287,1.01206,0.99739,0.9892,0.99495,0.98564,0.16682,0.11431,0.81671,0.0002146,0.0002146,0.0002146
240,35217.7,0.3928,0.2784,1.00746,0.99727,0.9893,0.99495,0.98544,0.16667,0.11393,0.81645,0.0002113,0.0002113,0.0002113
241,35369,0.389,0.27601,1.00473,0.99632,0.99027,0.99495,0.98545,0.16667,0.11383,0.81651,0.000208,0.000208,0.000208
242,35520.9,0.39549,0.28382,1.00491,0.99727,0.98948,0.99496,0.98546,0.16654,0.11375,0.81651,0.0002047,0.0002047,0.0002047
243,35672.7,0.39522,0.28251,1.01132,0.99672,0.99015,0.99496,0.98546,0.16654,0.11386,0.81648,0.0002014,0.0002014,0.0002014
244,35824.5,0.38345,0.27847,1.00239,0.9968,0.99002,0.99496,0.98557,0.16636,0.11362,0.81637,0.0001981,0.0001981,0.0001981
245,35976.6,0.38495,0.27936,1.00227,0.99704,0.99039,0.99496,0.98568,0.16606,0.11327,0.81604,0.0001948,0.0001948,0.0001948
246,36128,0.39011,0.27957,1.00899,0.99652,0.99052,0.99496,0.9858,0.16595,0.11337,0.81578,0.0001915,0.0001915,0.0001915
247,36279.8,0.38996,0.27797,1.00699,0.99613,0.99076,0.99496,0.98565,0.16573,0.11319,0.81554,0.0001882,0.0001882,0.0001882
248,36431.1,0.38785,0.27966,1.00473,0.99494,0.99222,0.99496,0.98569,0.16539,0.113,0.81526,0.0001849,0.0001849,0.0001849
249,36580,0.39064,0.2788,1.01013,0.99592,0.9916,0.99496,0.9858,0.16479,0.11271,0.81482,0.0001816,0.0001816,0.0001816
250,36726.7,0.37974,0.27149,0.99801,0.99598,0.9915,0.99496,0.98585,0.16459,0.11252,0.8146,0.0001783,0.0001783,0.0001783
251,36873.7,0.39268,0.27924,1.00498,0.99597,0.9915,0.99496,0.98584,0.16405,0.11227,0.81424,0.000175,0.000175,0.000175
252,37020.5,0.38762,0.2761,1.00664,0.9959,0.99212,0.99497,0.9859,0.16368,0.11218,0.81399,0.0001717,0.0001717,0.0001717
253,37166.7,0.38655,0.27385,1.00371,0.99597,0.99199,0.99497,0.98597,0.16334,0.1115,0.81375,0.0001684,0.0001684,0.0001684
254,37312.8,0.38703,0.27419,0.99994,0.99626,0.99199,0.99497,0.98636,0.16297,0.11116,0.81356,0.0001651,0.0001651,0.0001651
255,37458.9,0.38854,0.27631,1.00511,0.99638,0.99212,0.99497,0.98597,0.16268,0.11114,0.81336,0.0001618,0.0001618,0.0001618
256,37604.6,0.38211,0.27011,1.00161,0.99621,0.99199,0.99497,0.98602,0.16235,0.11108,0.81314,0.0001585,0.0001585,0.0001585
257,37750.3,0.38324,0.27167,0.99845,0.99617,0.99195,0.99497,0.98605,0.16188,0.11101,0.81278,0.0001552,0.0001552,0.0001552
258,37896.3,0.37602,0.26596,0.99279,0.99629,0.99149,0.99497,0.98639,0.1616,0.11045,0.81261,0.0001519,0.0001519,0.0001519
259,38041.6,0.38389,0.2733,0.99933,0.99627,0.99138,0.99497,0.98644,0.16147,0.11052,0.81246,0.0001486,0.0001486,0.0001486
260,38189.2,0.38234,0.27069,1.00024,0.99616,0.99151,0.99497,0.98656,0.16127,0.10989,0.81222,0.0001453,0.0001453,0.0001453
261,38333.6,0.37979,0.26851,1.00033,0.99709,0.99113,0.99497,0.98659,0.16093,0.10997,0.8119,0.000142,0.000142,0.000142
262,38479.9,0.38142,0.26813,1.00064,0.99722,0.99126,0.99497,0.98667,0.16066,0.11013,0.81169,0.0001387,0.0001387,0.0001387
263,38620.1,0.38218,0.26914,1.00065,0.99674,0.99138,0.99497,0.98666,0.16055,0.10983,0.81155,0.0001354,0.0001354,0.0001354
264,38760.2,0.37099,0.26462,0.99301,0.99691,0.99126,0.99498,0.98663,0.16034,0.10954,0.81142,0.0001321,0.0001321,0.0001321
265,38900.6,0.3781,0.26863,0.99737,0.99683,0.99126,0.99498,0.98672,0.16003,0.10947,0.81119,0.0001288,0.0001288,0.0001288
266,39040.9,0.37754,0.26423,0.99671,0.99494,0.99343,0.99498,0.98675,0.15979,0.10936,0.811,0.0001255,0.0001255,0.0001255
267,39180.3,0.37745,0.26804,0.99571,0.99703,0.99093,0.99498,0.98681,0.15959,0.10909,0.81081,0.0001222,0.0001222,0.0001222
268,39320.2,0.3777,0.26969,0.99759,0.99604,0.99165,0.99498,0.98682,0.15937,0.1088,0.81061,0.0001189,0.0001189,0.0001189
269,39460,0.38137,0.26976,1.00249,0.99678,0.99125,0.99498,0.98686,0.15922,0.10883,0.8105,0.0001156,0.0001156,0.0001156
270,39599.8,0.37062,0.26075,0.99242,0.99666,0.99122,0.99498,0.98689,0.15906,0.10894,0.81045,0.0001123,0.0001123,0.0001123
271,39739.9,0.37653,0.26291,0.99839,0.99666,0.99115,0.99498,0.98688,0.15881,0.10875,0.81031,0.000109,0.000109,0.000109
272,39879.4,0.37501,0.2642,0.99348,0.99653,0.9912,0.99497,0.9869,0.15868,0.10865,0.81029,0.0001057,0.0001057,0.0001057
273,40019.1,0.36723,0.25476,0.98655,0.99666,0.99129,0.99497,0.98687,0.15854,0.10854,0.81016,0.0001024,0.0001024,0.0001024
274,40158.7,0.36841,0.25842,0.98988,0.99604,0.99187,0.99497,0.9869,0.15849,0.10868,0.81007,9.91e-05,9.91e-05,9.91e-05
275,40298.7,0.36862,0.25795,0.99246,0.99605,0.99264,0.99497,0.98687,0.15835,0.10867,0.80989,9.58e-05,9.58e-05,9.58e-05
276,40437.3,0.37304,0.26204,0.99296,0.99617,0.99258,0.99497,0.98692,0.15831,0.10854,0.80988,9.25e-05,9.25e-05,9.25e-05
277,40577.2,0.37131,0.2587,0.98943,0.99543,0.99321,0.99497,0.98697,0.15818,0.10841,0.80974,8.92e-05,8.92e-05,8.92e-05
278,40716.3,0.36227,0.25582,0.98426,0.99629,0.99184,0.99497,0.98703,0.15813,0.10832,0.80972,8.59e-05,8.59e-05,8.59e-05
279,40855.2,0.37062,0.26033,0.99203,0.99605,0.9928,0.99497,0.98701,0.15797,0.10819,0.80955,8.26e-05,8.26e-05,8.26e-05
280,40994.1,0.36482,0.26161,0.98978,0.99549,0.99298,0.99497,0.98712,0.15796,0.10814,0.80954,7.93e-05,7.93e-05,7.93e-05
281,41133,0.36227,0.25553,0.98682,0.99555,0.99308,0.99497,0.98698,0.15784,0.10801,0.80946,7.6e-05,7.6e-05,7.6e-05
282,41272,0.37607,0.26314,1.00028,0.99555,0.993,0.99497,0.98702,0.15763,0.10804,0.80935,7.27e-05,7.27e-05,7.27e-05
283,41410.6,0.36811,0.26198,0.99328,0.99568,0.99291,0.99497,0.98705,0.15747,0.1078,0.80924,6.94e-05,6.94e-05,6.94e-05
284,41548.9,0.36859,0.25939,0.99024,0.99592,0.99259,0.99497,0.98737,0.15734,0.10779,0.80912,6.61e-05,6.61e-05,6.61e-05
285,41687.7,0.36887,0.2566,0.99076,0.99592,0.99298,0.99497,0.98715,0.1572,0.10765,0.80905,6.28e-05,6.28e-05,6.28e-05
286,41826,0.36883,0.25967,0.99673,0.99612,0.99323,0.99497,0.98736,0.1569,0.10739,0.80885,5.95e-05,5.95e-05,5.95e-05
287,41964.2,0.36953,0.2592,0.99342,0.99617,0.99314,0.99497,0.98732,0.15677,0.10738,0.80878,5.62e-05,5.62e-05,5.62e-05
288,42102.6,0.37125,0.25945,0.99479,0.99612,0.99323,0.99497,0.98709,0.15659,0.10725,0.80869,5.29e-05,5.29e-05,5.29e-05
289,42241,0.37153,0.26352,0.99711,0.99617,0.99293,0.99497,0.98731,0.15646,0.10696,0.80859,4.96e-05,4.96e-05,4.96e-05
290,42379.6,0.35648,0.2528,0.9834,0.99627,0.9931,0.99497,0.98729,0.15637,0.1071,0.80855,4.63e-05,4.63e-05,4.63e-05
291,42539.3,0.21762,0.14552,0.86482,0.99629,0.99305,0.99497,0.9874,0.15645,0.10722,0.80854,4.3e-05,4.3e-05,4.3e-05
292,42677,0.21134,0.13841,0.85859,0.99629,0.99305,0.99497,0.98742,0.15637,0.10708,0.80846,3.97e-05,3.97e-05,3.97e-05
293,42814.8,0.21196,0.142,0.85989,0.99586,0.99335,0.99497,0.98746,0.15629,0.10685,0.80837,3.64e-05,3.64e-05,3.64e-05
294,42952.6,0.20744,0.13547,0.85474,0.99602,0.99335,0.99498,0.9875,0.15624,0.10675,0.80828,3.31e-05,3.31e-05,3.31e-05
295,43090.4,0.21108,0.13942,0.85824,0.99605,0.99329,0.99498,0.98757,0.15613,0.10667,0.80819,2.98e-05,2.98e-05,2.98e-05
296,43228.3,0.20706,0.13693,0.85362,0.99589,0.99335,0.99498,0.98764,0.15609,0.10684,0.80811,2.65e-05,2.65e-05,2.65e-05
297,43366.2,0.20923,0.13748,0.85749,0.99595,0.99335,0.99498,0.98772,0.15604,0.10661,0.808,2.32e-05,2.32e-05,2.32e-05
298,43504.1,0.20942,0.13764,0.85882,0.99578,0.99335,0.99498,0.98772,0.15598,0.10655,0.80796,1.99e-05,1.99e-05,1.99e-05
299,43642.2,0.2109,0.13691,0.85509,0.99579,0.99335,0.99498,0.98778,0.15583,0.10649,0.80785,1.66e-05,1.66e-05,1.66e-05
300,43780.2,0.20526,0.13458,0.85503,0.9958,0.9934,0.99498,0.98782,0.15581,0.10622,0.80776,1.33e-05,1.33e-05,1.33e-05
