epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
183,25436,0.41829,0.29947,1.02651,0.99715,0.9947,0.99498,0.98779,0.16681,0.11873,0.81599,0.0003994,0.0003994,0.0003994
184,25573.5,0.4179,0.30102,1.023,0.99679,0.99589,0.99498,0.98727,0.1669,0.11802,0.8163,0.0003961,0.0003961,0.0003961
185,25710.9,0.41401,0.29972,1.02211,0.99679,0.99568,0.99498,0.98703,0.167,0.11825,0.81589,0.0003928,0.0003928,0.0003928
186,25848.5,0.41512,0.29458,1.02401,0.99664,0.99531,0.99499,0.98722,0.16702,0.11747,0.81559,0.0003895,0.0003895,0.0003895
187,25986,0.40579,0.29116,1.01599,0.99726,0.99568,0.995,0.98759,0.1658,0.11659,0.81544,0.0003862,0.0003862,0.0003862
188,26123,0.42027,0.29973,1.02271,0.99617,0.99619,0.99499,0.98771,0.16461,0.11545,0.81554,0.0003829,0.0003829,0.0003829
189,26260.3,0.4028,0.28431,1.01697,0.99716,0.99585,0.99499,0.98715,0.16409,0.1151,0.81519,0.0003796,0.0003796,0.0003796
190,26397.3,0.40226,0.28984,1.01239,0.99822,0.99531,0.995,0.98759,0.16358,0.11444,0.81462,0.0003763,0.0003763,0.0003763
191,26534.4,0.40802,0.29383,1.02062,0.9979,0.99593,0.995,0.98804,0.16269,0.11428,0.81362,0.000373,0.000373,0.000373
192,26671.6,0.41027,0.29484,1.01732,0.99797,0.9963,0.99499,0.98802,0.16251,0.11413,0.81306,0.0003697,0.0003697,0.0003697
193,26809,0.40819,0.2933,1.01804,0.99822,0.99543,0.99499,0.98827,0.16286,0.11487,0.81291,0.0003664,0.0003664,0.0003664
194,26946.3,0.40973,0.28922,1.01915,0.99851,0.99532,0.99499,0.98865,0.16296,0.11507,0.81308,0.0003631,0.0003631,0.0003631
195,27083.7,0.40975,0.29358,1.02219,0.9988,0.99494,0.99499,0.98841,0.16301,0.11524,0.81374,0.0003598,0.0003598,0.0003598
196,27221.2,0.40872,0.29001,1.01742,0.99864,0.99513,0.995,0.98856,0.16257,0.11521,0.81388,0.0003565,0.0003565,0.0003565
197,27358.5,0.39995,0.28692,1.01023,0.99814,0.99601,0.995,0.98901,0.16218,0.11443,0.81337,0.0003532,0.0003532,0.0003532
198,27496.1,0.40556,0.28993,1.01437,0.9973,0.9963,0.995,0.98887,0.16228,0.11366,0.81304,0.0003499,0.0003499,0.0003499
199,27633.4,0.40304,0.284,1.01308,0.99716,0.99609,0.995,0.9888,0.1616,0.1132,0.81227,0.0003466,0.0003466,0.0003466
200,27771.1,0.40296,0.28939,1.01452,0.99805,0.99519,0.99499,0.98916,0.16076,0.11323,0.81151,0.0003433,0.0003433,0.0003433
201,27908.9,0.39856,0.28537,1.00871,0.9979,0.99515,0.99499,0.98909,0.16052,0.11236,0.81232,0.00034,0.00034,0.00034
202,28046.4,0.39824,0.28277,1.00853,0.9979,0.99575,0.99499,0.98886,0.15961,0.11184,0.81194,0.0003367,0.0003367,0.0003367
203,28183.8,0.39755,0.28149,1.00922,0.99753,0.99593,0.99499,0.98878,0.15912,0.11159,0.81216,0.0003334,0.0003334,0.0003334
204,28321.3,0.40504,0.28966,1.01682,0.99783,0.99543,0.99499,0.98862,0.15893,0.11133,0.81182,0.0003301,0.0003301,0.0003301
205,28459.7,0.3991,0.28569,1.01515,0.99679,0.99681,0.99499,0.98914,0.15885,0.11084,0.81179,0.0003268,0.0003268,0.0003268
206,28597,0.40022,0.28598,1.01309,0.99844,0.99556,0.995,0.98928,0.15874,0.1106,0.81156,0.0003235,0.0003235,0.0003235
207,28734.6,0.39775,0.28292,1.01209,0.99839,0.9955,0.995,0.98951,0.15798,0.11042,0.81116,0.0003202,0.0003202,0.0003202
208,28872,0.39043,0.27662,1.00667,0.99889,0.99511,0.995,0.9896,0.1576,0.11075,0.81074,0.0003169,0.0003169,0.0003169
209,29009.5,0.40391,0.28882,1.02053,0.99885,0.99519,0.995,0.98948,0.15701,0.11021,0.81032,0.0003136,0.0003136,0.0003136
210,29147,0.39852,0.28059,1.01272,0.99807,0.99568,0.995,0.98925,0.15696,0.1104,0.8102,0.0003103,0.0003103,0.0003103
211,29284.2,0.40166,0.2839,1.01484,0.9985,0.99543,0.995,0.98948,0.15671,0.11016,0.81013,0.000307,0.000307,0.000307
212,29421.5,0.39109,0.27458,1.00972,0.99827,0.9958,0.995,0.98951,0.15661,0.10963,0.81037,0.0003037,0.0003037,0.0003037
213,29558.6,0.39421,0.27452,1.00783,0.99864,0.99565,0.995,0.98943,0.15648,0.10945,0.81053,0.0003004,0.0003004,0.0003004
214,29696.1,0.39264,0.27705,1.00727,0.99814,0.99597,0.995,0.98942,0.15582,0.10899,0.8102,0.0002971,0.0002971,0.0002971
215,29833.6,0.38732,0.27108,1.00424,0.99716,0.99689,0.995,0.98934,0.15534,0.10877,0.81034,0.0002938,0.0002938,0.0002938
216,29970.8,0.38728,0.27618,1.00451,0.99827,0.99661,0.995,0.98943,0.15507,0.1083,0.81032,0.0002905,0.0002905,0.0002905
217,30108.2,0.38504,0.2712,1.00096,0.99788,0.99667,0.99499,0.98993,0.15496,0.10803,0.8099,0.0002872,0.0002872,0.0002872
218,30245.6,0.39044,0.27699,1.00804,0.99802,0.99639,0.995,0.98966,0.15472,0.10757,0.80936,0.0002839,0.0002839,0.0002839
219,30383.4,0.39786,0.27989,1.01245,0.9979,0.9962,0.995,0.99009,0.15446,0.10759,0.80903,0.0002806,0.0002806,0.0002806
220,30521,0.38951,0.27585,1.00405,0.99765,0.99654,0.995,0.99017,0.15422,0.10769,0.80898,0.0002773,0.0002773,0.0002773
221,30658.8,0.39368,0.28011,1.01182,0.99798,0.9963,0.995,0.99035,0.15399,0.1077,0.80867,0.000274,0.000274,0.000274
222,30796.3,0.38659,0.27038,1.00059,0.99778,0.99641,0.995,0.9903,0.15372,0.10714,0.80831,0.0002707,0.0002707,0.0002707
223,30934,0.38738,0.27521,1.00408,0.99757,0.99679,0.995,0.99027,0.1533,0.10703,0.80757,0.0002674,0.0002674,0.0002674
224,31071.7,0.3911,0.2769,1.00676,0.99778,0.99687,0.995,0.99027,0.15304,0.10673,0.80745,0.0002641,0.0002641,0.0002641
225,31209.4,0.38555,0.26882,1.00469,0.99753,0.99704,0.995,0.99025,0.15269,0.10641,0.8075,0.0002608,0.0002608,0.0002608
226,31347.1,0.38448,0.2694,1.00148,0.99852,0.99614,0.995,0.99021,0.15242,0.106,0.80732,0.0002575,0.0002575,0.0002575
227,31484.5,0.38217,0.27067,1.00085,0.99867,0.99654,0.995,0.9903,0.15199,0.10539,0.80668,0.0002542,0.0002542,0.0002542
228,31622.1,0.38821,0.27465,1.00664,0.99871,0.99642,0.995,0.9905,0.15158,0.1052,0.80635,0.0002509,0.0002509,0.0002509
229,31759.4,0.38108,0.2661,0.99901,0.99852,0.99713,0.995,0.99041,0.1513,0.10523,0.80625,0.0002476,0.0002476,0.0002476
230,31896.8,0.38565,0.2724,1.00084,0.99864,0.997,0.995,0.99041,0.15129,0.10526,0.80624,0.0002443,0.0002443,0.0002443
231,32034.2,0.3918,0.27754,1.0104,0.99852,0.99675,0.995,0.99032,0.1514,0.10536,0.80614,0.000241,0.000241,0.000241
232,32171.5,0.38182,0.26797,1.00337,0.99827,0.99692,0.995,0.99033,0.15146,0.1052,0.80607,0.0002377,0.0002377,0.0002377
233,32309,0.38232,0.26605,1.00189,0.99833,0.99691,0.995,0.99042,0.15145,0.1055,0.80588,0.0002344,0.0002344,0.0002344
234,32446.5,0.38543,0.27044,1.00351,0.99839,0.99696,0.995,0.99054,0.1509,0.10552,0.80556,0.0002311,0.0002311,0.0002311
235,32584,0.38072,0.26845,1.00129,0.99839,0.99691,0.995,0.99052,0.15047,0.10548,0.80517,0.0002278,0.0002278,0.0002278
236,32721.3,0.37963,0.26676,0.99804,0.99852,0.99691,0.995,0.99058,0.14988,0.10534,0.80469,0.0002245,0.0002245,0.0002245
237,32858.9,0.38019,0.26656,0.99922,0.99864,0.99707,0.995,0.9905,0.14892,0.10454,0.80399,0.0002212,0.0002212,0.0002212
238,32996,0.38018,0.26516,1.00147,0.99898,0.99691,0.995,0.99047,0.14842,0.10414,0.80348,0.0002179,0.0002179,0.0002179
239,33133.5,0.37538,0.26618,0.99328,0.99902,0.99667,0.995,0.99058,0.14801,0.10358,0.80293,0.0002146,0.0002146,0.0002146
240,33271.2,0.37573,0.26205,0.9961,0.99933,0.99704,0.995,0.99057,0.14777,0.10315,0.80282,0.0002113,0.0002113,0.0002113
241,33408.9,0.37651,0.26668,0.99666,0.99898,0.99716,0.995,0.99074,0.14761,0.10279,0.80251,0.000208,0.000208,0.000208
242,33546.4,0.38373,0.27081,1.00105,0.99924,0.99716,0.995,0.99108,0.14733,0.10277,0.80239,0.0002047,0.0002047,0.0002047
243,33683.9,0.37437,0.26188,0.99587,0.99911,0.99716,0.995,0.99104,0.14728,0.10248,0.80241,0.0002014,0.0002014,0.0002014
244,33821.4,0.373,0.26226,0.9973,0.9983,0.99766,0.995,0.99107,0.14708,0.10268,0.80209,0.0001981,0.0001981,0.0001981
245,33959,0.3707,0.26412,0.99352,0.99882,0.99728,0.995,0.99078,0.14719,0.10252,0.80205,0.0001948,0.0001948,0.0001948
246,34096.4,0.37061,0.25962,0.9981,0.99895,0.99704,0.995,0.99071,0.14723,0.10228,0.80217,0.0001915,0.0001915,0.0001915
247,34233.9,0.37234,0.26051,0.99543,0.99913,0.99691,0.995,0.99092,0.14704,0.10219,0.80205,0.0001882,0.0001882,0.0001882
248,34371.5,0.36492,0.25884,0.99045,0.99839,0.99766,0.995,0.99091,0.1467,0.10203,0.80181,0.0001849,0.0001849,0.0001849
249,34508.8,0.37954,0.26711,1.00055,0.99839,0.99749,0.995,0.99093,0.14649,0.10185,0.80162,0.0001816,0.0001816,0.0001816
250,34646.2,0.37101,0.26135,0.99256,0.99859,0.99716,0.995,0.99093,0.1463,0.10196,0.8014,0.0001783,0.0001783,0.0001783
251,34783.6,0.37046,0.2588,0.99461,0.99864,0.99726,0.995,0.99087,0.14608,0.10217,0.8012,0.000175,0.000175,0.000175
252,34921,0.37651,0.26515,0.99503,0.99944,0.9963,0.995,0.99095,0.14583,0.10204,0.80093,0.0001717,0.0001717,0.0001717
253,35058.7,0.36972,0.25524,0.99247,0.99889,0.99687,0.995,0.99098,0.14565,0.10202,0.80089,0.0001684,0.0001684,0.0001684
254,35196.1,0.36168,0.25153,0.99032,0.99864,0.99721,0.995,0.991,0.14553,0.10177,0.80083,0.0001651,0.0001651,0.0001651
255,35333.8,0.36113,0.24998,0.98669,0.99876,0.99733,0.995,0.99106,0.14527,0.1015,0.80059,0.0001618,0.0001618,0.0001618
256,35471.2,0.36489,0.25542,0.98805,0.99876,0.9973,0.995,0.99107,0.14505,0.1013,0.80036,0.0001585,0.0001585,0.0001585
257,35608.7,0.36487,0.25235,0.9878,0.99876,0.99715,0.995,0.99104,0.14492,0.10118,0.80039,0.0001552,0.0001552,0.0001552
258,35746.2,0.3676,0.25666,0.99184,0.99852,0.99706,0.995,0.99108,0.14475,0.10117,0.80029,0.0001519,0.0001519,0.0001519
259,35884,0.36659,0.25765,0.99026,0.99859,0.99704,0.995,0.99112,0.14457,0.10101,0.8002,0.0001486,0.0001486,0.0001486
260,36021.9,0.36815,0.25908,0.98953,0.99901,0.99679,0.995,0.9911,0.14432,0.10078,0.80008,0.0001453,0.0001453,0.0001453
261,36159,0.36585,0.25513,0.99063,0.99876,0.99706,0.995,0.99118,0.14409,0.10059,0.79994,0.000142,0.000142,0.000142
262,36296.4,0.36339,0.2536,0.98775,0.99879,0.99704,0.995,0.99122,0.14382,0.10033,0.79979,0.0001387,0.0001387,0.0001387
263,36433.9,0.36408,0.25361,0.98997,0.99883,0.99728,0.995,0.99121,0.14371,0.10017,0.79978,0.0001354,0.0001354,0.0001354
264,36571.5,0.35629,0.24426,0.98357,0.99876,0.99735,0.995,0.99125,0.14363,0.10001,0.79975,0.0001321,0.0001321,0.0001321
265,36708.7,0.35996,0.24882,0.9884,0.99874,0.99716,0.995,0.99129,0.14349,0.0997,0.79988,0.0001288,0.0001288,0.0001288
266,36845.9,0.36188,0.2535,0.98893,0.99904,0.99691,0.995,0.99127,0.14341,0.09957,0.79986,0.0001255,0.0001255,0.0001255
267,36983.2,0.3609,0.25119,0.98601,0.99909,0.99704,0.995,0.99125,0.14334,0.09968,0.79989,0.0001222,0.0001222,0.0001222
268,37120.4,0.36159,0.25045,0.98858,0.99901,0.99706,0.995,0.99126,0.14326,0.0996,0.79982,0.0001189,0.0001189,0.0001189
269,37257.8,0.3669,0.2551,0.99316,0.99901,0.99696,0.995,0.99121,0.14313,0.09937,0.79975,0.0001156,0.0001156,0.0001156
270,37395,0.35552,0.24432,0.98359,0.999,0.99704,0.995,0.99124,0.14299,0.0993,0.7997,0.0001123,0.0001123,0.0001123
271,37532.5,0.36452,0.25222,0.98882,0.999,0.99704,0.995,0.99128,0.14276,0.09905,0.79958,0.000109,0.000109,0.000109
272,37669.6,0.35581,0.24651,0.98414,0.9988,0.99704,0.995,0.99126,0.14248,0.0989,0.7994,0.0001057,0.0001057,0.0001057
273,37807.1,0.35399,0.2442,0.98084,0.99913,0.99703,0.995,0.99129,0.14225,0.09859,0.79923,0.0001024,0.0001024,0.0001024
274,37944.7,0.35883,0.25567,0.98469,0.99869,0.99691,0.995,0.99128,0.14212,0.09865,0.79913,9.91e-05,9.91e-05,9.91e-05
275,38082.3,0.35994,0.24781,0.98276,0.99864,0.99694,0.995,0.99132,0.14202,0.09835,0.79906,9.58e-05,9.58e-05,9.58e-05
276,38220,0.35177,0.24315,0.98309,0.99881,0.99691,0.995,0.99125,0.14177,0.09834,0.7989,9.25e-05,9.25e-05,9.25e-05
277,38357.4,0.35904,0.24789,0.98752,0.99883,0.99691,0.995,0.9912,0.14163,0.09824,0.79873,8.92e-05,8.92e-05,8.92e-05
278,38494.9,0.35699,0.24546,0.98315,0.99871,0.99691,0.995,0.99127,0.14147,0.09808,0.7986,8.59e-05,8.59e-05,8.59e-05
279,38632.6,0.35299,0.24249,0.98349,0.99887,0.99691,0.995,0.99126,0.14142,0.09778,0.79854,8.26e-05,8.26e-05,8.26e-05
280,38770.3,0.35902,0.24952,0.98473,0.99868,0.99691,0.995,0.99127,0.14131,0.09773,0.79846,7.93e-05,7.93e-05,7.93e-05
281,38907.8,0.35571,0.24407,0.98726,0.99874,0.99704,0.995,0.99128,0.14117,0.09767,0.79823,7.6e-05,7.6e-05,7.6e-05
282,39045.3,0.35415,0.24239,0.98502,0.99875,0.99704,0.995,0.99128,0.14104,0.09764,0.79808,7.27e-05,7.27e-05,7.27e-05
283,39182.9,0.3506,0.24202,0.98201,0.99885,0.99704,0.995,0.9913,0.141,0.09746,0.79797,6.94e-05,6.94e-05,6.94e-05
284,39320.2,0.35377,0.24371,0.98321,0.99885,0.99704,0.995,0.99135,0.14084,0.09745,0.79788,6.61e-05,6.61e-05,6.61e-05
285,39458,0.35272,0.24459,0.98208,0.99888,0.99704,0.995,0.99132,0.14067,0.09735,0.79777,6.28e-05,6.28e-05,6.28e-05
286,39595.5,0.35645,0.24369,0.98561,0.99889,0.99716,0.995,0.99136,0.14061,0.0974,0.79771,5.95e-05,5.95e-05,5.95e-05
287,39733,0.35759,0.24366,0.98735,0.99897,0.99716,0.995,0.99137,0.14063,0.09714,0.79764,5.62e-05,5.62e-05,5.62e-05
288,39870.4,0.35538,0.24917,0.98502,0.99915,0.99704,0.995,0.99141,0.14054,0.09721,0.79756,5.29e-05,5.29e-05,5.29e-05
289,40007.5,0.34717,0.24211,0.97912,0.99913,0.99705,0.995,0.99171,0.14051,0.09716,0.79752,4.96e-05,4.96e-05,4.96e-05
290,40145.2,0.35491,0.2463,0.98639,0.99913,0.99706,0.995,0.9917,0.14036,0.09712,0.7974,4.63e-05,4.63e-05,4.63e-05
291,40303.6,0.19271,0.13078,0.84621,0.99913,0.99725,0.995,0.9917,0.14035,0.0972,0.79736,4.3e-05,4.3e-05,4.3e-05
292,40440.1,0.19444,0.12826,0.84412,0.99885,0.99741,0.995,0.99169,0.14023,0.09696,0.79728,3.97e-05,3.97e-05,3.97e-05
293,40577,0.19271,0.12724,0.8463,0.99878,0.99753,0.995,0.99172,0.14021,0.09688,0.7972,3.64e-05,3.64e-05,3.64e-05
294,40714,0.19019,0.12584,0.847,0.99869,0.99753,0.995,0.9917,0.14014,0.09703,0.79708,3.31e-05,3.31e-05,3.31e-05
295,40850.8,0.19317,0.12689,0.84237,0.99951,0.99689,0.995,0.99173,0.14011,0.09716,0.79703,2.98e-05,2.98e-05,2.98e-05
296,40987.6,0.19074,0.12551,0.83792,0.99856,0.9979,0.995,0.99154,0.14002,0.09707,0.79697,2.65e-05,2.65e-05,2.65e-05
297,41124.2,0.19076,0.12511,0.84331,0.99876,0.99798,0.995,0.99182,0.13994,0.09698,0.79691,2.32e-05,2.32e-05,2.32e-05
298,41261.1,0.1899,0.12551,0.83802,0.99876,0.99791,0.995,0.99184,0.13991,0.09694,0.79686,1.99e-05,1.99e-05,1.99e-05
299,41399.2,0.19063,0.12589,0.84569,0.99876,0.99786,0.995,0.99187,0.13987,0.09698,0.79677,1.66e-05,1.66e-05,1.66e-05
300,41536.5,0.1878,0.12418,0.84476,0.99864,0.99789,0.995,0.99187,0.1398,0.09672,0.79671,1.33e-05,1.33e-05,1.33e-05
